age,income,years_experience,target
55,113468,27,0
36,76996,36,0
24,104095,8,1
52,30064,1,1
35,98835,2,0
33,100385,4,0
56,35639,9,1
21,146723,27,1
42,41055,14,1
49,89220,13,1
57,117594,22,1
30,59427,12,1
34,146916,15,0
54,112516,29,0
23,94666,39,0
36,94274,7,1
30,148294,16,0
43,40866,29,0
31,33889,16,0
48,148194,34,0
21,78226,0,0
56,61335,23,0
25,80547,24,0
42,56162,1,1
30,119449,24,0
49,54687,13,0
55,128756,38,1
55,40995,32,0
45,86488,16,1
47,32631,30,0
20,64954,9,1
45,35967,5,0
20,118294,38,0
51,117278,24,0
33,94471,37,0
39,67116,36,0
49,122116,29,1
55,64227,33,0
25,31942,17,1
25,77664,23,0
23,58069,26,0
31,117342,26,0
49,44407,38,1
52,143926,20,1
27,89201,18,1
20,110093,38,1
29,84348,22,1
48,111981,38,0
46,47878,14,0
22,113100,1,1
42,108629,34,1
58,85420,19,0
48,131092,27,0
38,121987,14,1
37,73168,15,1
56,149324,32,0
39,149409,11,1
21,84862,38,0
30,119622,38,1
59,112025,19,1
37,58004,28,0
30,50471,2,0
34,121820,4,1
53,90167,1,0
50,132229,22,1
18,113828,25,1
32,95308,25,0
30,113969,6,0
34,44568,9,0
41,140960,4,1
25,39466,11,0
44,121057,31,0
40,87324,30,0
25,132208,21,1
25,45467,16,0
43,127555,19,0
30,105955,19,0
56,82948,7,0
54,46676,33,1
45,124791,22,1
42,61514,37,1
33,138718,27,1
19,52650,12,0
35,118290,28,1
34,107701,7,0
47,40683,10,1
56,128092,17,0
30,89819,24,0
49,110978,21,0
46,34860,34,1
47,33729,28,1
35,61351,20,1
30,142704,6,0
38,92744,11,1
47,54346,35,0
38,104155,23,1
34,106700,31,1
57,134414,26,1
36,36955,31,1
32,95642,31,1
26,100290,31,0
27,74293,25,1
48,91336,10,1
40,51662,17,1
47,36408,38,0
50,70403,4,1
26,31225,15,1
18,42196,10,0
52,99786,34,1
28,45372,10,0
51,47279,22,0
33,140401,33,1
26,125729,16,0
49,146308,9,1
32,84240,17,0
29,140359,7,1
50,122404,25,0
31,68187,2,0
25,146073,23,0
25,78481,2,1
44,58475,37,0
29,74552,1,1
18,97969,34,1
57,106534,16,0
59,139879,8,1
28,126669,35,1
56,129605,21,0
48,36858,30,1
34,104486,33,1
50,104474,23,0
49,55168,8,0
46,62099,1,0
38,101180,20,0
38,139382,33,1
57,91455,26,1
40,84240,36,1
23,104796,6,0
39,84592,21,1
55,77458,3,0
54,131611,13,1
25,88046,33,0
58,149396,22,1
52,46488,24,1
28,88841,0,0
41,148521,14,1
38,30395,31,1
19,82669,13,1
57,40845,20,1
36,66059,6,0
56,48394,35,1
45,123993,20,0
34,75906,39,0
23,89332,11,0
36,67305,14,1
55,72628,14,0
45,51352,16,0
19,116682,33,0
55,112971,34,1
54,81993,38,1
21,69386,37,0
39,133027,13,0
43,86624,4,1
53,87065,29,0
30,115504,3,1
49,143141,14,0
34,38539,38,1
58,31263,34,1
53,43305,9,1
36,83817,1,0
52,54398,23,0
57,139238,27,1
45,127616,21,1
18,105801,31,0
59,79107,30,1
35,62152,18,0
57,123260,20,1
50,60624,2,1
29,129655,5,0
25,86132,31,0
41,135494,1,1
33,82979,23,0
21,88013,26,1
55,124925,8,0
44,93797,12,1
26,81798,13,0
33,46650,10,0
29,56014,13,1
48,106421,15,1
41,37434,9,1
31,60028,19,1
42,96558,15,1
51,54331,33,1
20,97573,15,0
41,104292,13,1
59,76326,27,1
26,112979,17,1
43,129728,25,1
37,34123,37,0
57,46603,6,1
27,95941,33,1
36,72597,6,0
20,93238,32,0
41,114238,34,1
22,72719,38,0
20,121786,20,1
44,71751,27,0
33,116978,31,0
32,47693,15,0
52,119541,9,0
29,140329,22,0
58,67697,14,1
43,124524,5,1
51,127869,32,0
40,59992,38,0
48,93825,11,0
37,39522,35,1
29,75406,30,1
40,137006,9,1
21,139068,33,0
40,42121,9,1
18,44219,10,0
42,31617,13,0
19,73016,2,0
47,80672,32,0
20,54276,6,1
38,129887,3,1
42,102240,38,0
37,136292,9,0
39,85735,14,0
38,47959,15,0
50,58522,37,0
55,86087,3,0
32,39953,3,1
32,56567,35,1
42,90523,26,1
38,92708,21,0
41,52560,21,1
22,88390,16,1
23,98149,33,1
40,66660,31,1
21,75104,5,1
44,87805,32,0
35,135037,7,0
38,132735,35,0
45,54496,4,1
52,113301,4,0
39,121257,9,1
57,33515,39,0
40,34454,6,1
20,136073,11,1
57,52873,29,0
27,103920,24,0
42,43727,27,1
25,99070,12,1
28,129059,21,0
22,127425,17,0
54,147213,26,1
55,79979,7,0
46,55465,5,0
22,83900,10,0
26,89799,28,0
19,147021,4,1
18,126129,6,1
57,51330,21,1
47,38302,3,0
28,108443,31,1
45,119966,18,1
29,137288,32,0
56,142689,0,0
43,102717,7,1
30,141749,31,1
25,42875,29,0
45,57219,27,0
47,66182,31,0
26,110541,24,0
56,72269,33,0
48,109781,32,1
38,36457,12,1
51,36749,24,1
48,63064,39,1
42,39821,38,0
29,145256,9,0
18,128297,30,1
39,133587,10,0
57,108655,24,1
54,37664,33,1
18,59281,19,1
18,135815,6,1
59,61821,32,1
59,133769,34,1
38,54647,28,0
32,140861,11,0
34,99918,4,1
39,111985,11,1
55,112799,28,1
52,120179,34,0
33,104944,19,0
25,119142,36,0
34,57603,0,1
34,76458,15,0
43,100605,29,1
30,49623,8,0
34,74440,9,1
55,112427,12,1
34,37704,19,1
31,123826,28,0
23,57460,3,0
52,113045,27,0
31,112805,36,1
25,147529,12,1
32,103511,2,0
44,140373,36,0
30,36565,18,1
48,118003,27,1
52,34870,18,0
23,48909,16,1
22,39117,17,0
39,148903,17,0
40,97474,22,1
42,123926,39,0
51,74322,8,0
43,131536,28,1
22,50128,28,0
43,127317,1,0
37,99001,16,1
23,30440,30,1
23,90955,27,0
35,79613,38,0
21,100949,29,1
34,41663,34,1
31,134059,19,0
31,133316,15,0
30,49547,33,0
24,111662,13,0
32,135056,25,1
36,30005,19,1
52,133080,23,1
34,37038,17,1
52,36414,8,0
36,117659,18,1
37,99506,19,0
53,106586,29,0
52,32606,25,1
49,46482,30,1
57,128829,34,0
41,101873,2,1
34,63948,39,0
24,119987,28,0
18,121801,5,1
52,121250,0,0
49,50875,23,1
53,43057,37,1
30,62400,33,1
23,101458,6,0
31,98607,10,1
54,117561,10,0
32,57503,35,1
21,53765,19,0
57,131096,15,0
33,149466,4,0
45,76612,23,0
33,128318,29,0
21,114335,29,1
43,130989,38,0
45,123012,36,1
49,111748,32,1
19,39428,19,1
48,61419,21,1
20,95195,20,0
25,103695,36,1
41,119846,26,1
32,132404,37,1
48,69142,34,1
26,101540,37,1
56,68289,39,1
19,106948,5,0
25,88951,31,0
24,41755,15,0
56,147985,27,1
59,114553,15,1
33,33890,26,1
52,124376,2,0
47,47175,20,1
27,104727,37,1
55,95687,37,0
35,114983,29,1
22,118287,21,0
46,124711,18,1
56,54288,30,1
51,76629,19,1
40,146779,18,0
22,77800,1,1
47,67367,39,0
23,107810,38,1
21,107754,26,0
46,119328,7,1
40,98513,26,0
23,112762,14,0
49,59022,11,1
59,99329,13,0
35,89414,6,0
32,31659,16,0
57,87941,25,1
49,67930,36,0
26,73473,19,1
54,85598,9,0
27,46040,18,0
37,99806,17,0
23,43286,29,0
20,99139,29,1
59,142076,24,1
28,85916,23,0
34,47600,9,1
49,32291,1,1
21,43123,37,0
21,33811,31,0
34,108883,34,0
58,61276,36,0
36,84145,6,0
22,76619,6,0
49,111049,26,1
39,100678,9,0
23,118782,32,0
52,121043,6,0
39,56714,5,1
18,85685,5,0
37,42194,12,1
39,103062,12,1
28,94037,1,1
30,49362,18,0
59,84499,18,1
20,76281,37,0
26,92813,1,0
29,74852,25,0
40,141653,5,0
31,77836,19,1
50,34595,22,0
35,125930,14,1
58,45402,5,1
26,95283,27,0
40,122676,34,0
27,118131,10,1
36,72723,7,1
22,81322,23,0
40,76764,20,0
47,54911,35,0
42,121288,6,1
45,49405,4,0
51,88122,28,0
42,119756,15,0
27,129489,5,0
31,131589,13,1
59,33447,1,1
47,83143,24,0
58,92906,30,1
42,40662,12,0
31,93001,17,1
52,88282,16,1
51,34899,27,0
27,58582,11,0
52,144364,34,0
28,97471,21,0
28,72213,38,1
38,137578,0,0
38,105871,36,0
39,113205,20,0
24,104081,0,0
34,135783,3,0
19,133559,31,0
29,113805,0,1
59,67830,12,0
35,37066,16,1
28,40712,11,0
33,111527,6,1
35,131326,2,1
52,95365,25,1
43,117185,30,0
33,129851,35,1
23,60806,25,0
59,42210,2,1
29,66972,27,0
30,135894,16,0
21,64136,37,1
56,74297,29,0
19,146445,1,1
43,45945,7,1
44,125201,13,0
44,72477,36,1
32,109180,34,0
25,100453,38,1
24,115404,10,0
57,107413,14,0
29,43224,1,0
30,33052,36,1
34,57272,31,0
34,71150,39,0
53,126204,12,0
38,47316,16,0
25,83389,14,0
22,93332,32,0
43,37240,15,0
33,127095,12,0
53,98774,21,0
45,73175,22,1
46,30565,35,0
29,117298,9,0
54,101094,16,0
47,46375,29,1
40,55710,12,0
33,79895,29,0
31,106639,29,1
27,45174,6,1
24,137026,9,1
54,117329,34,0
46,57597,1,0
20,104289,29,0
32,68397,18,0
53,101854,38,1
36,63069,36,1
30,115687,2,0
59,148968,24,1
38,70274,33,0
54,104237,21,0
44,102498,37,0
46,68197,13,0
37,78634,38,1
42,60041,1,1
23,37248,31,0
53,115365,2,0
19,32203,7,1
39,81986,25,1
49,55370,31,0
33,65247,10,1
35,149544,0,1
22,105922,14,1
53,30434,3,0
47,92982,3,1
36,95180,27,1
40,138534,9,1
51,64474,10,1
30,54644,22,1
46,68493,2,0
53,113824,38,1
39,33959,38,1
53,77289,16,1
26,41143,21,1
56,69593,26,0
36,69115,15,0
55,141145,15,0
23,52540,39,1
32,65481,2,1
37,125505,32,0
26,107097,1,0
49,52578,38,0
21,42787,26,0
35,102048,14,0
22,82879,6,0
37,40596,8,1
40,127282,5,1
28,90669,11,0
54,49930,29,1
39,77950,19,1
21,125737,19,0
46,48687,26,0
51,82833,19,1
30,65989,6,1
59,60183,39,1
26,50758,39,0
59,31082,29,1
48,136941,7,0
24,126368,1,0
21,75891,13,1
36,75810,9,0
59,76901,17,0
47,113512,17,0
48,133912,15,1
52,101062,4,1
38,126622,30,1
48,51563,36,0
36,102008,19,1
48,32775,22,0
49,45828,31,1
19,140312,16,0
27,47974,12,1
19,52388,12,1
19,110591,16,0
41,48615,14,0
34,67886,25,1
49,52838,27,1
33,70728,29,0
33,146249,34,1
56,108000,21,0
48,82798,9,0
41,135900,10,0
18,102776,37,0
28,100478,32,0
38,49622,5,0
21,43536,36,0
24,97136,6,0
43,35700,11,0
29,68839,6,0
48,40248,1,0
34,75291,0,0
50,112629,22,0
28,114891,24,0
45,47177,17,0
49,49483,6,0
18,73815,2,1
45,68533,28,1
59,30026,9,0
24,134997,4,1
19,90611,33,1
59,117242,7,1
41,54660,13,0
21,85103,39,0
36,82253,5,0
43,134913,0,1
28,72082,32,1
57,46258,39,0
28,133613,10,1
20,128315,23,1
29,119690,9,0
20,125220,22,1
59,45389,15,1
44,121860,36,0
19,57685,15,1
33,89220,30,0
19,57195,5,0
47,51797,29,0
37,141975,36,0
55,101310,0,0
45,127169,24,0
42,144867,20,0
49,96332,34,1
27,135583,37,0
59,123925,4,1
57,92907,11,1
50,37188,4,0
30,53696,8,1
58,32024,8,0
59,103202,34,0
54,65985,0,0
33,36584,9,0
39,120998,38,0
37,57044,35,0
44,35285,36,1
58,93115,34,1
33,37370,16,1
51,47903,12,1
49,62499,5,1
43,127904,36,0
42,52995,31,1
19,135160,10,0
29,65200,16,0
57,118377,4,0
26,100402,5,0
29,43566,9,0
43,67822,32,0
26,137412,29,0
27,81222,20,1
49,124088,16,0
51,130085,26,0
37,120450,2,1
56,80668,28,1
19,139366,1,0
18,140078,28,1
53,93853,35,0
41,84643,33,0
44,52333,36,0
19,45958,0,0
48,82442,25,1
31,50954,0,1
19,105174,3,1
46,129683,38,0
32,39675,13,0
29,119590,17,1
54,138570,33,1
45,61661,0,0
37,94289,21,1
56,47184,15,1
41,77963,21,0
38,55822,15,1
27,92303,27,0
31,106465,27,1
54,35267,21,1
35,82647,5,0
41,92814,24,0
31,66025,1,0
51,107605,6,0
29,30981,16,0
39,73436,34,0
23,48472,19,1
53,49336,1,1
53,55587,6,0
39,107192,31,0
31,122862,18,0
33,114046,11,1
53,149500,8,1
42,136367,26,1
49,83013,13,1
50,114511,1,0
53,39665,20,1
37,57097,3,1
35,121277,20,1
55,82474,21,0
20,101973,1,1
40,55185,16,0
49,105911,18,1
33,122643,39,1
22,60484,23,1
21,131165,19,0
38,75610,37,1
57,80807,11,1
31,80907,24,0
56,87389,22,1
48,55835,33,1
31,125279,31,1
23,126453,23,1
29,134531,24,1
33,83790,2,0
34,106960,24,1
40,39643,27,1
31,105846,11,0
24,48951,25,0
49,122104,7,1
32,45233,4,1
34,43200,10,1
58,82275,34,0
51,117084,26,1
22,106068,37,0
44,119001,18,0
40,51291,31,0
57,72448,27,1
31,60580,35,1
32,121685,17,1
50,51346,9,0
48,40619,31,1
52,135454,17,1
34,31766,11,0
45,33549,7,0
36,48693,32,0
40,92019,37,0
49,127458,13,0
57,137938,1,1
30,130280,8,0
37,78328,4,1
52,107701,33,0
22,119100,18,1
26,130794,6,1
46,55301,38,0
23,74763,16,0
42,50765,25,1
48,74787,26,0
39,37425,27,0
19,42857,19,0
22,82771,5,0
44,122999,7,0
42,52444,31,0
25,71457,18,0
18,132280,31,0
37,109741,18,1
40,30704,23,1
49,35452,23,0
28,141153,16,0
56,68862,17,1
41,91471,11,0
28,99217,22,0
46,116058,17,0
43,48300,15,0
33,39566,15,1
52,37501,35,0
37,31845,22,1
20,149342,21,0
18,69181,38,1
18,87263,32,1
34,136294,23,1
19,137932,19,0
46,108766,32,0
37,93038,30,0
23,147778,39,1
25,113290,7,0
46,146616,9,0
50,64404,0,1
20,52564,20,0
52,127898,24,1
22,87435,31,0
44,48227,9,1
29,120296,8,1
37,125259,19,1
37,77475,19,1
26,47215,39,1
56,101074,6,1
21,51699,10,1
36,138621,20,0
55,42454,37,1
44,78217,18,0
30,136759,14,0
30,51711,5,0
39,45059,9,1
45,78398,15,0
39,31286,10,1
36,64297,34,0
25,138304,7,1
25,134959,27,1
59,130181,2,0
43,138245,1,1
43,56485,13,0
40,89967,28,1
30,127803,2,1
45,84583,0,0
26,81630,14,1
37,141359,19,0
36,57086,21,0
56,46484,33,0
29,98623,32,1
32,134132,8,0
48,89263,2,0
31,48675,1,0
28,90664,3,0
43,54680,15,1
59,47077,32,1
44,68174,8,0
28,106968,39,0
55,33491,37,0
51,76126,17,0
36,141658,15,0
23,33392,7,0
55,92257,22,1
59,97804,35,0
45,68400,2,0
18,66551,14,0
52,58088,37,0
57,110015,32,0
25,55465,17,0
24,78155,22,1
28,117893,2,1
56,35969,29,0
21,38981,16,1
42,51032,31,0
29,84091,6,1
43,137154,38,0
55,54408,13,0
29,54241,14,0
54,77940,11,1
41,112938,7,1
33,81105,15,0
30,121302,33,0
42,91050,23,1
21,33657,28,0
28,51230,15,0
49,48680,4,0
24,112694,4,1
28,114731,29,1
45,72340,4,0
58,65950,12,0
40,108515,34,1
40,37867,24,0
45,110691,13,0
43,108542,25,0
42,34329,17,0
46,118087,19,1
36,65865,33,0
50,96940,6,0
53,67869,9,0
31,96905,14,1
31,134969,16,1
52,113984,10,1
47,131069,33,0
45,147505,26,0
34,119711,20,0
20,96252,30,1
33,109386,3,1
47,148728,16,0
46,31711,19,0
32,55801,24,1
42,117287,39,0
55,134565,22,0
59,144696,14,0
55,120709,32,1
40,83270,18,0
42,101622,14,1
59,85535,4,0
24,142666,15,1
39,106759,31,1
34,46220,21,1
35,43392,31,0
58,115587,12,0
27,32246,37,0
27,50010,25,1
24,98358,16,1
55,120203,4,0
44,47234,32,1
50,126190,26,1
18,145795,4,0
51,79451,36,1
21,105205,6,0
34,51784,17,0
21,59672,30,1
43,31082,5,0
21,41148,1,1
18,57494,12,0
24,136471,10,0
47,105093,25,0
26,81952,20,0
52,140032,1,0
25,66719,39,0
41,142981,19,0
36,78737,16,1
53,89453,15,0
44,137271,4,0
49,69536,13,1
31,80604,23,1
35,80833,3,0
45,44039,23,1
46,97839,8,0
33,77931,2,0
52,69925,8,1
48,81003,17,1
21,113817,35,0
54,78897,18,1
34,117745,23,0
56,123709,3,0
43,72287,8,1
56,120726,32,0
58,63012,0,1
21,137252,34,1
47,71783,9,1
47,139323,11,0
39,115727,17,0
28,98315,13,0
19,113766,9,1
29,76491,9,0
47,118941,17,1
53,88584,23,1
35,42803,0,0
43,79625,29,1
24,148819,14,0
18,123361,7,1
43,43698,34,0
40,64560,17,1
43,45376,15,1
23,113654,20,0
23,43117,14,0
25,135519,4,0
41,86381,6,0
39,67956,6,0
36,78786,26,1
54,143005,24,1
35,133585,21,0
48,117778,12,0
54,96480,16,1
47,61695,12,1
59,31511,25,0
50,83233,8,0
27,141022,4,0
54,52502,38,1
29,80010,32,1
47,148248,3,1
44,120341,27,1
56,122529,25,0
26,103905,3,0
38,140424,15,0
29,76489,36,1
46,130919,21,1
50,113533,35,0
32,111165,37,0
19,61949,34,1
56,98376,24,0
35,109587,7,0
20,123059,16,1
24,97310,17,0
35,108798,11,1
55,99407,32,0
54,103809,22,0
50,47229,11,0
48,57385,10,1
28,72176,12,1
21,124825,34,1
35,33260,26,1
21,127555,24,0
51,33145,39,1
46,127289,2,0
41,37802,24,0
39,32263,9,0
19,56913,16,0
23,87788,2,0
59,38155,21,0
42,30922,37,0
38,102231,13,1
33,50672,26,0
48,68526,19,1
31,75344,17,0
56,49014,12,1
45,103352,5,0
49,121279,9,1
45,70324,36,0
26,144529,28,1
39,124075,5,1
49,125638,38,1
22,68698,10,0
40,107169,24,0
22,53384,29,1
59,33512,19,1
49,36066,36,0
27,61500,15,0
56,108743,30,0
32,115642,28,0
24,109858,5,0
46,84800,28,1
20,93140,31,1
36,130364,8,1
27,142317,36,1
45,114954,22,0
46,32387,15,0
32,86160,17,1
52,89241,18,0
23,103567,1,0
29,31799,9,1
55,149095,11,1
30,65548,17,0
46,63895,18,1
36,120450,37,0
20,135669,36,1
25,110171,26,0
25,70379,13,1
37,75414,33,0
21,103071,1,0
38,142808,32,0
20,137668,18,1
25,98344,26,0
40,108591,29,0
33,123141,6,1
30,122201,26,1
20,128303,20,0
26,34297,6,0
31,139513,24,1
30,116479,37,1
24,128752,17,0
32,35008,32,0
24,116813,32,1
55,145481,31,0
51,46820,24,0
58,101548,13,0
39,52253,37,1
41,59202,37,1
54,59236,3,0
18,97156,17,0
27,141888,9,0
33,90263,34,1
25,148996,34,0
42,129252,39,1
29,148632,22,0
42,104855,24,1
34,46575,0,0
43,42204,17,1
31,41952,14,1
58,113323,24,0
53,81142,31,1
40,63872,19,0
23,59376,16,1
22,96084,10,0
42,41640,12,1
35,56437,24,1
30,117681,19,0
31,37903,24,1
45,113704,30,0
35,56863,0,0
45,73381,15,0
44,58548,27,1
49,79956,20,1
26,104526,29,1
57,41467,2,0
49,87954,33,0
37,53901,5,1
45,85983,28,0
50,53301,2,1
21,132542,32,1
51,115180,10,0
20,99903,4,0
43,133955,31,0
25,46204,17,0
23,49755,19,1
33,89817,38,0
41,32093,39,0
56,99537,27,0
47,126319,12,1
30,52940,25,0
22,103346,15,0
42,74040,24,1
37,67322,9,1
35,121544,28,1
35,114437,37,0
19,122969,19,1
27,137001,25,1
29,117725,31,0
30,145784,38,0
28,140675,37,1
36,124266,23,0
52,39236,30,0
56,142073,39,1
43,102597,11,0
31,114124,35,0
41,33902,9,1
58,129656,5,1
18,64364,6,0
39,137071,30,1
40,128983,26,1
36,124410,7,0
35,50096,2,0
29,42020,39,0
45,88473,20,1
45,140400,0,1
50,74153,14,0
36,71277,6,0
45,117221,14,0
54,68502,24,0
43,45675,2,1
52,54365,29,1
51,117812,13,1
52,148384,3,1
57,108229,35,1
33,119049,2,1
55,82148,4,0
30,119157,24,1
40,119247,30,1
39,135711,10,1
33,140090,7,1
45,123321,25,0
52,98078,1,0
25,112598,27,1
39,100902,9,0
38,56465,38,0
43,62286,36,0
57,84795,38,0
38,70178,20,1
42,138139,27,1
58,109183,37,1
18,133845,32,1
23,79986,10,1
40,73201,0,0
40,73315,32,1
40,105396,2,1
49,85178,25,0
47,40745,14,0
30,102354,13,1
35,109637,22,0
40,35028,7,1
32,128261,35,0
50,78566,19,1
38,73722,5,1
56,116623,32,1
40,141074,27,1
44,104974,37,0
35,113692,29,1
41,114084,16,1
57,69879,8,1
59,54767,27,1
24,147523,6,0
37,147353,27,0
44,134417,16,1
23,98099,39,1
44,78657,4,0
26,38498,4,1
48,103667,13,1
38,55107,5,0
43,58793,6,0
57,32696,16,0
30,83839,8,1
40,119241,30,1
37,53397,21,1
54,37704,8,1
45,46442,15,0
34,93788,35,0
45,39765,33,0
58,145828,12,0
19,40002,18,1
42,41390,11,1
58,74436,35,0
23,114482,9,1
28,147540,15,0
55,144548,27,0
23,36641,18,1
28,63709,39,1
31,141119,5,1
19,69309,3,1
57,45624,29,1
20,39966,38,1
52,119350,30,1
50,64189,26,1
41,101301,20,0
36,125758,36,0
35,145123,8,1
41,47223,34,1
52,132305,20,0
18,108183,16,0
53,133552,23,0
42,34959,30,0
51,57257,5,1
42,127520,34,0
33,80802,36,0
51,117748,12,0
46,146949,24,0
36,57215,31,1
40,85046,0,0
36,132193,34,1
42,124593,18,1
33,64094,11,1
26,68669,39,1
18,66126,39,1
59,129889,19,0
36,109036,32,1
50,139864,28,0
51,46772,15,0
33,78586,13,1
57,81943,6,1
35,98868,5,0
51,79855,20,1
42,52218,35,1
23,131124,21,1
38,111008,39,0
23,87205,18,0
49,34959,24,1
58,112979,2,1
56,75134,35,1
48,55874,33,0
59,31301,10,1
27,88017,26,1
47,73319,1,1
35,119616,5,1
41,116219,1,0
26,125192,16,1
48,52455,39,1
32,34112,13,0
21,87033,9,1
57,141067,32,1
26,140078,11,0
26,88360,31,1
43,112418,23,0
21,62145,13,1
34,136924,4,1
33,62735,4,1
32,102781,31,0
52,140135,32,1
22,97641,3,0
22,138049,29,0
37,51711,16,0
32,35630,2,0
35,95488,12,0
19,33206,35,0
46,86289,17,1
30,48953,22,1
21,130932,34,1
59,40068,32,1
27,108930,35,0
48,85916,16,1
58,31067,38,1
25,80658,33,0
20,82165,11,1
26,110781,4,0
47,39859,39,1
28,59164,26,1
52,134946,39,0
54,110913,12,1
59,132370,25,1
30,129251,13,1
53,50773,31,1
30,87295,10,0
29,63939,37,1
54,78599,15,0
27,36114,21,0
26,128475,15,1
24,42818,12,0
19,39335,11,1
40,138355,17,0
56,85008,28,0
57,101745,17,0
56,73148,1,0
38,33577,1,1
40,103916,2,1
46,34076,28,1
31,62925,7,1
43,136081,10,0
22,81869,11,1
48,89314,31,1
42,71205,3,1
48,41095,8,0
37,143583,23,0
34,114715,15,0
19,135504,16,0
42,86680,21,0
30,58400,6,1
56,114297,9,0
45,143151,28,1
59,137345,35,0
23,97346,23,0
20,117110,13,0
52,58562,13,0
35,70663,24,0
28,48510,21,0
37,91608,22,1
22,102489,31,0
36,82182,25,0
39,134627,26,1
36,117667,11,0
33,56883,18,0
41,133909,18,1
58,101427,33,1
21,65844,31,0
32,48728,28,0
42,128923,20,0
52,41094,34,0
31,32407,4,0
36,85412,11,0
55,42644,6,1
53,131308,1,1
24,115834,24,1
47,138982,9,1
36,90746,37,0
42,82748,5,1
33,89021,26,0
57,92651,34,0
25,66807,9,1
35,64072,8,0
45,68398,19,1
33,58669,36,1
36,60161,34,1
59,37282,36,1
34,56539,39,1
30,33307,7,0
24,47745,30,1
44,69433,15,0
27,132598,27,0
51,64555,5,0
53,31073,31,0
42,62683,27,1
23,55741,10,0
41,52286,22,1
35,33599,29,0
40,57293,8,1
23,45389,27,1
46,139649,23,1
42,42318,27,1
34,78875,23,1
41,33055,14,0
28,112579,38,0
43,36320,32,0
51,134817,33,0
45,34642,21,1
20,122694,28,0
28,39321,33,0
55,109968,9,0
31,118293,29,0
43,89618,10,0
38,132770,33,1
56,56044,20,1
47,51971,12,0
25,139762,24,1
37,144183,20,0
49,147159,0,1
39,55727,4,1
24,52559,21,0
26,103820,6,1
18,139062,12,0
46,113201,22,0
25,57476,20,1
21,92683,5,1
52,40991,19,1
20,115097,11,1
57,100047,39,0
24,40796,8,0
44,33881,27,0
18,45668,10,0
44,130717,31,0
33,64312,10,0
55,58106,23,1
24,122758,14,0
40,45729,34,0
58,100320,16,1
28,84913,24,1
59,87026,34,0
50,89402,18,0
53,133930,30,1
54,67282,16,0
58,129449,22,1
34,104638,0,1
52,139802,9,1
22,68218,7,0
49,47950,25,0
20,89739,33,1
52,147693,18,1
31,34507,13,0
48,76303,7,0
48,132552,0,0
34,109059,24,1
41,54667,23,1
40,33992,19,1
35,136826,29,0
31,103563,4,1
32,117680,2,1
32,55530,31,1
23,140276,16,0
44,45305,4,1
32,139097,10,1
53,82129,37,0
25,117267,3,1
32,116209,38,0
20,128833,18,0
30,82044,38,1
58,121378,22,0
51,119363,16,1
41,88817,12,0
57,133038,26,1
49,76666,0,0
49,56173,1,0
47,48909,17,0
30,93967,35,1
18,61007,32,1
51,42985,35,1
32,148449,1,0
31,52525,3,0
46,142293,15,1
51,131046,3,1
35,67403,8,0
24,67193,20,0
46,136965,22,0
48,33830,1,1
42,86144,2,0
55,30533,22,1
31,142554,25,0
25,50946,6,1
44,53504,35,0
19,140551,32,0
34,85715,35,1
54,58255,3,0
31,86441,22,0
42,66855,24,0
47,71721,25,1
46,141597,27,0
37,71850,27,1
38,130659,20,0
39,64723,9,0
52,65739,26,1
54,35539,14,1
33,103029,16,1
34,94509,38,1
33,146360,34,1
19,131140,4,1
21,51311,15,0
38,133243,22,0
56,99180,38,0
51,146985,8,0
47,115981,32,1
23,65934,34,0
34,39511,39,0
56,30183,23,0
42,39475,23,1
22,114766,23,1
22,93130,18,0
37,89577,38,1
33,56008,24,0
58,106868,30,1
54,77941,37,0
57,72756,24,1
26,100258,26,0
22,110730,31,0
59,122167,10,1
19,57912,4,1
26,112702,32,1
53,80659,18,1
39,76840,15,0
39,111512,34,0
39,68623,10,0
51,93303,10,0
46,76062,9,0
55,86690,33,0
50,107582,4,0
35,128980,22,0
24,53634,24,1
18,34090,28,0
50,75266,39,1
18,60008,12,1
41,117643,31,1
21,88704,33,1
21,141081,11,0
35,92866,23,1
44,147374,39,0
49,38382,20,0
50,77774,28,1
45,104570,22,0
59,104062,32,0
58,119609,7,1
53,76698,12,1
23,31110,4,0
33,145266,9,0
51,111981,13,0
40,30386,23,0
59,88513,10,1
41,114120,2,1
30,141210,28,1
35,129987,29,1
30,77801,36,0
54,144012,6,1
56,126085,16,0
59,101857,19,0
34,119976,10,1
32,61566,24,0
35,136982,23,0
40,62521,1,0
47,140228,26,1
51,53798,18,0
21,43565,28,0
20,53027,36,0
24,137036,10,0
35,127631,18,1
59,35631,27,1
24,119865,38,0
57,138556,20,0
23,86878,25,0
39,75206,21,1
18,133473,5,1
21,88582,10,0
46,88334,13,0
38,102323,35,1
43,83619,39,0
31,133536,1,1
26,56875,19,0
29,54514,21,0
59,52580,38,0
23,115827,3,0
37,34288,28,1
41,36734,23,1
44,113000,0,1
55,69008,23,0
25,79349,29,0
18,37814,11,1
41,73154,18,1
24,37851,36,0
36,31600,39,1
39,86614,3,0
52,102402,14,1
47,33692,19,0
46,88027,19,0
39,147771,20,1
28,50373,9,1
37,128636,29,0
46,142013,23,0
58,92805,39,1
59,142413,39,0
51,110383,37,1
18,44507,2,0
48,92931,28,1
47,105499,7,0
35,101642,28,0
34,102869,9,0
